date,Nike,Adidas
2026-02-28,-6.7723363592928365,-4.615623506927818
2026-03-01,2.2619206880076916,-1.5162286988373666
2026-03-02,-11.703822264691794,-13.4168338907469
2026-03-03,-11.669565217391266,-8.317439082656449
2026-03-04,-3.635308170090738,-7.218044274565983
2026-03-05,-9.60105112279021,-10.118649466475532
2026-03-06,-10.566794075489696,-7.019254658385066
2026-03-07,5.467462971810832,4.0801401497054
2026-03-08,7.50172001911136,6.179534957795852
2026-03-09,-6.464022933588112,-4.721070234113682
2026-03-10,-3.4297658862875835,-4.621675426023231
2026-03-11,-7.39550883898707,-8.522280617932765
2026-03-12,-6.361251791686541,-8.422885809842313
2026-03-13,-9.326994744386013,-8.323491001751847
2026-03-14,6.707262302914515,5.775903806338604
2026-03-15,14.741519350215029,15.87529861442907
2026-03-16,-8.224223602484443,-2.025306577480464
2026-03-17,-4.189966555183915,-2.9259117693900123
2026-03-18,-5.155709507883387,-3.8265169612995464
2026-03-19,-5.121452460582859,-5.727122153209095
2026-03-20,-11.087195413282345,-0.6277273451186289
2026-03-21,3.9470616340181834,10.471667462971823
2026-03-22,12.981318681318712,15.571062271062289
2026-03-23,-6.98442427138076,-7.329542920847246
2026-03-24,1.0498327759197679,-3.230148112756794
2026-03-25,-2.915910176779718,-2.130753304666328
2026-03-26,-5.88165312947919,-9.031358496575876
2026-03-27,-2.847396082178662,-5.931963688485411
2026-03-28,21.186860965121866,12.167431119605041
2026-03-29,20.22111801242238,16.266825927695507
2026-03-30,2.2553750597229083,1.3662207357859586
2026-03-31,-10.710367892976564,-4.5343844561235755
2026-04-01,-0.6761108456760354,-5.43498964803311
2026-04-02,3.3581462016244927,-1.335594839942658
2026-04-03,3.3924032489250067,-0.23620003185219218
2026-04-04,0.4266602962255348,11.86319477623826
2026-04-05,13.460917343526063,11.962589584328725
2026-04-06,3.495174390826591,2.061984392419184
2026-04-07,-2.470568561872895,-0.8386207994903572
2026-04-08,-4.436311514572367,2.2607740086001016
2026-04-09,1.5979455327281613,2.3601688166905603
2026-04-10,1.6322025800286895,-0.5404363752189809
2026-04-11,14.666459627329218,10.558958432871478
2026-04-12,25.70071667462973,18.658353240961944
2026-04-13,-0.26502627806974033,-0.24225195094759755
2026-04-14,-4.230769230769212,-2.142857142857139
2026-04-15,-2.196512183468684,-3.04346233476668
2026-04-16,-1.16225513616817,-1.9440675266762213
2026-04-17,-3.127998088867642,-0.8446727185857625
2026-04-18,12.906258958432886,8.254722089504696
2026-04-19,23.940516005733414,22.354116897595155
2026-04-20,5.9747730530339425,-0.5464882943143792
2026-04-21,0.009030100334456392,-1.4470934862239204
2026-04-22,-1.9567128523650155,-2.3476986781334617
2026-04-23,-0.9224558050644873,-5.248303870043003
2026-04-24,-4.888198757763959,-10.148909061952544
2026-04-25,10.146058289536555,8.950485746137915
2026-04-26,12.180315336837083,16.049880554228373
2026-04-27,-1.785427615862389,3.149275362318832
2026-04-28,-5.751170568561861,7.248670170409298
2026-04-29,-5.716913521261333,-1.6519350215002433
2026-04-30,-4.682656473960819,-3.5525402134097845
2026-05-01,6.351600573339709,12.546854594680674
2026-05-02,14.385857620640238,11.646249402771133
2026-05-03,17.420114667940766,16.74564421086159
2026-05-04,-5.54562828475872,-2.1549609810479495
2026-05-05,-0.5113712374581922,-3.0555661729574837
2026-05-06,-3.477114190157664,-6.956171364867025
2026-05-07,0.557142857142864,-2.856776556776566
2026-05-08,-3.408600095556608,-2.7573817486861074
2026-05-09,9.625656951743906,10.342013059404351
2026-05-10,16.659913999044434,13.44140786749481
2026-05-11,-3.3058289536550376,-0.45919732441473116
2026-05-12,-5.2715719063545095,-1.3598025163242724
2026-05-13,-3.2373148590539955,-6.260407708233814
2026-05-14,-9.203057811753467,-5.161012900143348
2026-05-15,-8.16880076445294,-8.061618092052889
2026-05-16,1.865456282847589,2.0377767160375697
2026-05-17,11.899713330148117,5.1371715241280285
2026-05-18,-5.066029622551369,-5.763433667781513
2026-05-19,-8.03177257525084,-8.664038859691054
2026-05-20,-7.997515527950313,-4.564644051600595
2026-05-21,-6.963258480649785,-7.4652492435101365
2026-05-22,-7.9290014333492564,-3.3658544354196707
2026-05-23,3.1052556139512575,3.733540372670788
2026-05-24,6.139512661251786,2.832935180761247
2026-05-25,-9.826230291447686,-8.067670011148294
2026-05-26,-9.791973244147158,-9.968275203057836
2026-05-27,-8.757716196846644,-8.868880394967377
2026-05-28,-11.723459149546116,-10.769485586876918
2026-05-29,-6.689202102245588,-9.67009077878646
